video,width,height,question,answer,qid
66941,396,223,what is driving on the road,car,FRAMEQA48575
2362,266,405,what is the color of the shirt,purple,FRAMEQA47660
94687,500,226,how many guys look at each other as the one with the fur hat gets brushed off,two,FRAMEQA29101
100198,500,200,what is the man skating on ice is hit,stick,FRAMEQA2794
81226,320,176,how many people slowly walk towards each other along a corridor,two,FRAMEQA8857
69138,400,225,what is running and people are on the background,dog,FRAMEQA18316
84138,400,215,how many boys are singing into microphones and playing the guitar,two,FRAMEQA9711
40411,350,240,where is the man wearing a headscarf leans,chair,FRAMEQA10480
58312,320,180,what is debbie ryan wearing on a balcony,dress,FRAMEQA34169
54824,500,282,what is the color of the toy,yellow,FRAMEQA27145
70030,250,140,what is chasing its reflection in a mirror,dog,FRAMEQA35008
10421,250,260,where does the man look around his surroundings,room,FRAMEQA44393
53300,245,138,what is the color of the flag,white,FRAMEQA27800
8932,477,531,what is the color of the boy,black,FRAMEQA26902
55188,500,282,where are three kittens watching something intently,box,FRAMEQA21257
76702,500,281,what is passing by the side window of a vehicle,block,FRAMEQA16471
91069,400,196,what is the color of the shirt,black,FRAMEQA41251
67904,500,281,what is the color of the dog,white,FRAMEQA8400
49579,245,145,what is the blonde girl wearing,clothes,FRAMEQA43540
100657,500,198,how many asian teens is this pointing at someone,two,FRAMEQA52256
99561,375,150,what is the color of the robes,black,FRAMEQA26423
40183,470,325,what is stretching next to the pool,dog,FRAMEQA50837
97388,350,148,what is the color of the car,yellow,FRAMEQA19771
88120,500,252,how many people in jumpsuits and helmets bump fists,two,FRAMEQA24914
30248,400,300,what are two men playing,instruments,FRAMEQA39787
83687,320,172,what is the color of the jacket,red,FRAMEQA27966
43457,320,210,what is there sitting on a record and spinning around,cat,FRAMEQA32182
8943,445,495,what is the color of the man,red,FRAMEQA38564
57426,480,270,how many men have cat face paint on,two,FRAMEQA37588
33643,320,240,what is the color of the shorts,black,FRAMEQA34039
58989,320,180,what is the color of the man,black,FRAMEQA8972
40141,400,277,what is playing with the toy of a cowboy man in its back,dog,FRAMEQA29236
66631,328,185,what is wrecking in the middle of a race,racer,FRAMEQA4573
87922,357,181,what bares its teeth and then lowers its head towards the floor,dog,FRAMEQA3535
78861,320,179,what is the man riding around a corner,skateboard,FRAMEQA18745
77275,287,161,how many lovers are looking at each other and the woman touch the man s head with her hand,two,FRAMEQA20189
80794,366,203,how many men greet each other with a hug and a handshake,two,FRAMEQA24079
100527,500,200,how many men are bruised and look tired,two,FRAMEQA12519
29827,400,300,where does the waiter stand hold a menu and moves back and forth,restaurant,FRAMEQA13449
70547,500,281,where does the man laugh and shakes his head,chair,FRAMEQA30355
626,225,400,what is the color of the guy,black,FRAMEQA338
55637,331,186,what is following behind another race car on a race track,car,FRAMEQA5787
28982,320,240,how many girls are making funny faces and laughing,three,FRAMEQA13419
89432,500,250,how many guys are sitting on the couch,three,FRAMEQA3751
94588,460,208,what propelled itself through the clear water,octopus,FRAMEQA28947
87154,320,165,how many boys is sitting in a bed are talking,two,FRAMEQA14237
30388,320,240,what starts meowing and panting until it runs away,cat,FRAMEQA47408
90509,500,248,how many hand are being heldclasped together tightly,two,FRAMEQA4105
47580,320,196,how many boxers are sparring in the boxing ring,two,FRAMEQA38174
68210,500,281,what is going around the turn,car,FRAMEQA10032
69750,500,281,what is the color of the suit,white,FRAMEQA17308
54608,469,264,what is the cat sleeping on its bag and moving,tail,FRAMEQA23118
70162,400,225,how many men take buckets filled with water and pour it over their heads,three,FRAMEQA23239
80956,298,164,what does the girl roll across a hallway,ball,FRAMEQA3398
80599,500,276,what are two people stood next to each other and one of them is pointing at something,gun,FRAMEQA42713
91323,500,245,what was the girl with long blonde hair wearing,hat,FRAMEQA16522
36875,340,250,what slips into the bath of water and then climbs back out,cat,FRAMEQA46058
7960,347,403,what is the color of the animal,yellow,FRAMEQA15373
86462,500,260,what are being driven down the road,cars,FRAMEQA11829
67148,365,205,what is the man singing and playing,guitar,FRAMEQA27941
92208,500,240,what is the young man wearing sunglasses plays and sings,guitar,FRAMEQA32632
425,135,240,what is the woman with long hair lighting,cigarette,FRAMEQA4575
2388,252,382,how many men are standing side by one in white one in black,two,FRAMEQA29694
44275,300,196,what is the color of the shirt,white,FRAMEQA29950
21189,245,215,what is the man wearing glasses is hugging,bear,FRAMEQA32061
97029,500,213,what is the color of the dress,red,FRAMEQA44872
57358,320,180,what are playing ping pong together in a room,cats,FRAMEQA52845
43490,500,328,what are two men in a band playing,instruments,FRAMEQA29351
61399,320,180,what is the color of the hair,black,FRAMEQA42305
97570,500,211,where is the guy with black suit walking,hall,FRAMEQA35760
73090,400,224,what is jumping into snow,cat,FRAMEQA34331
8685,245,275,what is the color of the top,black,FRAMEQA31828
82343,400,219,how many guys are smiling and bobbing there heads,two,FRAMEQA4350
65297,343,192,what is driving on the track,car,FRAMEQA46753
88641,500,250,where are the two men talking,house,FRAMEQA27458
96089,500,218,how many guys is swinging his arms over his head while another is snapping his fingers and swaying,one,FRAMEQA38800
24866,303,241,what is the man milking a cow and is drinking the milk,cat,FRAMEQA42034
55741,394,223,what takes off down the race track,car,FRAMEQA28645
50254,500,292,what is the male wearing a hat is smoking,cigarette,FRAMEQA5782
28580,400,300,what is the man holding a cat and is sticking his tongue out,cat,FRAMEQA2810
63195,645,363,what runs around and almost falls on its back feet,horse,FRAMEQA15819
96278,500,216,what hit the ball,cricket,FRAMEQA20050
93598,500,233,where is the man with a hat on the back of his head smiling and talking,bedroom,FRAMEQA42250
42251,360,240,what are racing along the dusty road,cars,FRAMEQA4259
71329,250,141,what are two men fishing and one drops,fish,FRAMEQA3811
81381,245,135,how many young women are all smiling and looking around,three,FRAMEQA50216
80481,193,106,how many men are typing on their computers,two,FRAMEQA29355
20756,340,305,what looks at the man s palm and then looks up ignoring the man and then continues to walk,llama,FRAMEQA30524
8033,195,224,what is the color of the dress,red,FRAMEQA2040
98636,400,166,what is the girl wearing and walking by,coat,FRAMEQA301
49869,380,224,what is the color of the shirt,black,FRAMEQA848
52997,347,196,how many men are fighting with swords,two,FRAMEQA8636
48701,260,156,what is moving fast into the tunnel,vehicle,FRAMEQA14007
93283,500,235,what is the color of the shirt,white,FRAMEQA30335
6091,200,250,how many young boys are moving their hands up and down then make the pray sign,two,FRAMEQA8080
89104,380,190,what is attacking the people on the street,bird,FRAMEQA10712
25313,350,274,what is the dog chasing around the stand,ball,FRAMEQA27494
8148,245,280,what does the man put on with a trick,hat,FRAMEQA37050
38089,319,229,what plays with its own reflection in the mirror,puppy,FRAMEQA9521
13289,160,160,what is the color of the woman,white,FRAMEQA20967
78916,320,178,how many women are sitting down with microphones in front of them,two,FRAMEQA27899
28002,266,200,what does the person push on a machine,buttons,FRAMEQA22011
10927,245,250,what is the woman sipping through a straw with an audience behind her,drink,FRAMEQA11419
77109,268,151,what loses its footing and falls off the cliff,penguin,FRAMEQA15262
28817,320,240,what is the color of the lipstick,black,FRAMEQA5852
13423,329,329,what is the color of the shirt,black,FRAMEQA25755
54290,450,254,what is smiling laughing and moving his shoulders,mane,FRAMEQA25896
93334,245,115,what is an adult husky touching,husky,FRAMEQA3268
19112,234,223,how many men back to back is gyrating their hips in front of an audience,two,FRAMEQA39018
3948,500,675,what is the color of the men,black,FRAMEQA27949
81977,500,275,where are two asians dancing,lobby,FRAMEQA39281
60179,320,180,what is the color of the mask,white,FRAMEQA44588
43483,314,206,what does the cat hug and bites,puppy,FRAMEQA34738
19380,243,228,what licks the lemon a goes crazy,dog,FRAMEQA52011
30527,320,240,how many woman are getting their picture taken together,two,FRAMEQA482
88543,500,250,what is the color of the jacket,black,FRAMEQA38918
24029,314,255,what is the color of the dress,white,FRAMEQA183
2278,130,200,what does the ram hit,bag,FRAMEQA13808
45361,400,255,what is the color of the man,red,FRAMEQA49705
31703,448,336,what is the woman riding and running away,skateboard,FRAMEQA8169
79564,500,278,what is the color of the boa,red,FRAMEQA19039
23390,245,200,how many people are singing,three,FRAMEQA10067
44549,358,232,what is sleeping on the sitting position when its face falls to the ground,dog,FRAMEQA42887
45061,300,193,what is licking the piece of ham that is laying next to it,cat,FRAMEQA41012
11691,245,245,what does an otter put through a tube and taps someones hand,paw,FRAMEQA13790
25189,357,281,how many boys are riding three wheeled bikes,two,FRAMEQA1446
82929,846,458,what is jumping on the counter and slipping down,cat,FRAMEQA43858
47628,500,307,what is the color of the hair,brown,FRAMEQA642
73839,500,280,how many soccer players are on the ground in celebration,two,FRAMEQA11771
58130,320,180,what is running through the course and bumps his face,dog,FRAMEQA37662
54199,341,192,how many young men are climbing the building,two,FRAMEQA12768
90261,367,182,what does the man hit and it kicks him,horse,FRAMEQA31775
48065,268,162,how many people are standing and talking as one takes their hat off,two,FRAMEQA31647
95906,500,220,what is the color of the teeth,white,FRAMEQA22283
13502,500,500,how many people are gazing into each other s eyes,two,FRAMEQA45499
40938,500,340,how many man is sings with microphone while other plays guitar,one,FRAMEQA9495
5107,242,321,what does the man pull out from underneath someone and they fall on the floor,chair,FRAMEQA38983
30898,400,300,what is the color of the shorts,blue,FRAMEQA29522
85609,400,210,what begins to run toward the cat and mauls it,dog,FRAMEQA16084
27663,250,188,how many women are singing together on stage,two,FRAMEQA46413
19070,284,270,what is the man with side burns chewing,gum,FRAMEQA21380
10025,160,170,what is the color of the top,blue,FRAMEQA39205
32982,320,240,what is the color of the cats,black,FRAMEQA31362
55341,345,194,what is licking the girls face as she is smiling,dog,FRAMEQA38756
70169,500,281,what is the man shirtless and holding,dancing,FRAMEQA47867
65299,342,193,how many women are in a wrestling ring are provoking each other,two,FRAMEQA52135
94502,400,183,what are running across the large field of dirt,dogs,FRAMEQA42469
45342,384,245,what is the man holding and singing into it,microphone,FRAMEQA20150
58801,480,270,what is the man making and serving,pizza,FRAMEQA19142
12557,300,300,what is turning around on the street,car,FRAMEQA39359
97479,475,201,what down the road and leaves exhaust fumes behind,races,FRAMEQA37226
75270,500,281,how many lovers are kissing in the night,two,FRAMEQA16942
71897,300,168,what are flying in the flock on the coast,birds,FRAMEQA19205
80314,300,167,how many people in white costumes are hugging at an award show,two,FRAMEQA48879
26715,333,253,what is the color of the man,white,FRAMEQA32921
26196,249,190,what mocks the man working inside,washer,FRAMEQA41010
3617,200,277,what looks glazed as the person pokes and prods it with his finger,cat,FRAMEQA3949
50566,500,290,how many skaters is this performing on ice,two,FRAMEQA30011
41998,360,240,what is the man spitting out,beer,FRAMEQA6190
92901,500,236,what is the color of the nails,black,FRAMEQA19644
88769,400,200,what is the person riding at the speed,horse,FRAMEQA4147
10105,246,261,what is the color of the jacket,black,FRAMEQA26443
91684,500,242,how many men are sitting on furniture and looking at each other,two,FRAMEQA27019
64791,260,146,what is the girl wearing white face paint is hugging,crayon,FRAMEQA41074
77843,480,269,what is pulling the man in the air,car,FRAMEQA8320
20093,420,385,what is the color of the shirt,white,FRAMEQA49842
71874,250,140,what attacks some toilet roll on a holder,kitten,FRAMEQA14115
48146,319,193,what is the color of the field,green,FRAMEQA16886
28781,216,162,how many men are having the sword fight on some tables,two,FRAMEQA18609
4021,195,261,what is the color of the shirts,blue,FRAMEQA18169
